,评论ID,机型,规格,初评时间,初评内容,追评时间,追评内容,追评天数
89,1129034311882,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 15:02:44,颜色好看  屏幕流畅    屏幕够大看电视舒服    音质真好  拍照清晰   物流超快   非常满意值得购买,,,
90,1129034175614,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 15:00:35,绿色很大气   像素确实好  本来纠结好久买11pro还是Pro5g  直播小姐姐推荐这款  果断买下了  颜色很大气🙃    像素和其他手机对比 完胜,,,
91,1128627418777,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 14:07:55,手机包装完好无损，物流快，外观很漂亮，质量也很好，屏幕很大与介绍一样，看视频玩游戏很流畅，系统反应快不卡顿,,,
92,1128626190997,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 14:02:05,紫色的好看，适合女生。充电速度也很快，就是充电的时候有些发烫，其他的等用过之后再追评。,,,
93,1128623506865,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 13:43:08,物流贼给力昨晚下单今早到！用了一会儿各方面都还不错！就是电池掉电有点凶！,,,
94,1127753148585,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 13:25:05,拍照效果：晚上拍照很清 电池续航：快充很快 运行速度：非常快 显示效果：靓显示屏,,,
95,1127752800425,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 13:22:58,其他特色：日常够用。 拍照效果：比mi9CC Pro好多了。 电池续航：续航赶紧和9差不多啊，没多大变化，除了充电更快。 通信音质：通信声音没话说。 运行速度：速度绝对是快。 显示效果：显示效果完美。,,,
96,1128621398022,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 13:22:43,miui不行出厂的膜也不行剩下的话都还挺好的吧,,,
97,1128186013833,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-11 13:20:51,照相功能很强大第一次用小米手机感觉还可以就是电量没有华为用的久,,,
98,1128184797776,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 13:12:32,小米良心旗舰机，续航能力强，充电速度快，运行流畅，拍照清晰！强力推荐！,,,
99,1128618846052,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-11 13:06:07,第一次花了5000块钱买个小米手机，期待不能让我失望，收到手机后感觉还行，室友说不行说小米系统没有一加华为手机好，但是我想证明一次，小米也不错，,,,
100,1129015987955,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 12:55:57,拍照效果：拍照就很nice了 电池续航：电池不太行掉点有点快没华为的耐点 显示效果：也OK 因为本人打游戏觉得唯一不足的就是这个电量还有玩久了会轻微发热外都没有什么问题。还是挺香的没有之前看评论里说的发热很严重那么夸张。,2021-04-11 18:55:17,早上10点这样开始使用用到下午差不多7点我只想说这电量真的是伤不起啊  还有刷抖音没有我之前的手机清晰也不知道是怎么回事&hellip;,0.0
101,1129015883892,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 12:55:15,电池非常耐用，像素也很高，一点都不会卡顿。,,,
102,1128181813719,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-11 12:49:25,手机很好，电池容量很大，日常生活一天足够了。 手机像素可以。 很喜欢绿色，外壳很好看。 棒👍🏻,,,
103,1128181501949,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 12:46:54,拍照效果：拿到手机试了一下拍照效果特别棒特别清晰，非常喜欢,,,
104,1129014179687,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 12:40:34,以后买东西就用小米了  很好用的手机  爱不释手,,,
105,1128179129443,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 12:26:16,手机挺好的，之前显示出现了个小问题，估计是系统的问题，重新购买，现在使用正常，不错的手机，MIUI用着挺舒服的，广告比较多，希望可以优化下，外形挺好的,,,
106,1127743508602,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 12:14:14,手机还是挺好的，这一星评价给客服人员，客服自己搞不定的问题，不把问题升级给专业人士解决，一直在那边忽悠客户，难不成同一款手机在你小米天猫旗舰店买的能支持的功能会不一样？ 小米所谓高端旗舰就这服务态度？有问题不从根本上去解决，硬是让我不得以使用差评等的方式来联系专业人士解决？这种售后服务真是让人心寒,,,
107,1127743204367,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 12:11:41,手机很漂亮，拿着很有手感。性能强大，拍照也很好，充电速度简直绝了,,,
108,1128611542441,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 12:10:21,发货速度很快。手感不错，细腻不滑溜。画面流畅，但是自带程序也是不少，花了点时间咔嚓咔嚓掉了。 原来用的小米5尊享版，用了一键换机，可能由于系统版本不同，米5需要安装相应的APP才能转移数据。 无论是换机，还是网络，或者连线电脑，传输速度都可以。电池一般一天足够，待机更久。,,,
109,1128608270550,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 11:43:44,之前用的是小米mix2，容量实在不够了换了11 Pro，感觉升级还是很大的，很好用！客服也很耐心，很满意！,,,
110,1128605114226,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 11:19:01,是我喜欢的颜色，用起来也是很舒服的手感。随着小米手机代数更迭，也度过了我最好的年纪。是喜欢，是感恩，是进步。作为一名曾经的小米员工，深知这其中的艰难和努力，加油吧，我会一直支持。😘,,,
111,1128169117611,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-11 11:07:32,运行很流畅，电池挺禁用的，不深度使用的话，能用很长时间,,,
112,1129002175436,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 11:05:14,从小米8置换的11pro 用下来总体感觉不错 流畅 拍照效果好 真香,,,
113,1129001303976,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-11 11:04:12,媒体主播都是说这手机好，给了我很高的期望。用了三天，打开拍照卡*过两次，设置所有应用的广告、联网、电话、定位等等权限花了一个多小时，而且第二天开机使用，发现有些系统应用关闭过的权限又被偷偷打开了，*，恶心。小米系统索要的用户隐私权限太多，而且运行过程中开启了很多无关的应用，占用了大量内存和功耗。屏幕指纹解锁灵敏度不如魅族18。      屏幕显示效果对比自己的魅族mx5、荣耀v10，同一张高清图片，和魅族mx5的五年前的三星Super AMOLED屏幕没有什么特别明显差别，要特别仔细看才能发觉色彩准确度高一丁点而已。和荣耀v10的LCD屏幕显示差异就是饱和度的差别，AMOLED屏饱和度高一点，LCD屏暗部细节多一点，所以大家看重屏幕显示效果的别期望过高，现在屏幕的新技术重点体现在刷新率和DC调光功能上。   摄像头用的GN2大底，拍摄近处的物体和文档，周围虚化，边缘模糊，看个人的喜好吧。5000万像素拍出来的照片文件大小不超过10M，压缩严重，拍照效果调教一般吧，别看媒体评测的样片，你永远拍不出那效果。而荣耀v10的1600像素照片文件是20M。评论有字数限制，再追评。,,,
114,1128167973314,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 11:00:02,还不错,,,
115,1128998339863,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 10:42:09,故意用了几天才评价的，手机很好用，火龙888的发热基本上控制住了，电池很赖用，中重度使用基本上可以用一天，关键是充电真的是快啊！屏幕很好！打游戏的体验感极佳！,,,
116,1127729412771,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 10:26:45,第一次用小米，系统很流畅，屏幕也不错，做工高级感上还有待加强，而且说紫色壳不沾指纹的视频都是收钱的营销号,,,
117,1128994183894,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-11 10:13:25,哈哈哈哈，终于来了。 物流很快， 收到之后手机外观没有问题， 拍照也很好， 还没下载游戏，日常使用没有感觉发烫， 音量键稍稍有点晃动， 感觉绿色的蛮好看的， 不错不错。,,,
118,1127726420921,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-11 10:07:24,绿色简直太好看啦，爱啦爱啦，大家一定都要买绿色,,,
119,1128158313893,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 09:54:38,才用几天卡*过一次  失望，不知道是不是因为是屏幕指纹解锁，解锁有点慢 还比如旧机P20快，再有就是感觉外放声音低音不咋养,,,
120,1128989643403,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-11 09:38:08,手机真棒,,,
121,1128154849834,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 09:26:45,买的紫色的，颜色还不错，不同角度下的颜色还不一样，外观总体来说挺满意，MIUI是我购入的主要原因之一，虽不及预期但依然在国产的第一梯队中，拍照硬件来说达到了一流水准，但是软件方面还有进步的空间，总体来说手机很不错，但是仍然有进步空间。,,,
122,1128586646659,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 09:10:15,拍照效果：反正很顺眼，非专业人士随便拍拍 电池续航：反正每天需要充电，快充非常过瘾，超快 运行速度：开多了程序还是有卡顿，总的来说还行吧 显示效果：挺好,,,
123,1128985543943,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-11 09:09:43,拍照效果：没什么可说的，手机顶级水平 电池续航：还行 通信音质：很棒，比我的老手机meta20棒多了 运行速度：非常快，不会让你失望 显示效果：顶级水平，太舒服,,,
124,1128141825335,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 04:04:29,好,,,
125,1128575862941,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-11 04:02:06,手机用了一段时间挺不错的，充电很快。,,,
126,1127705244338,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-11 00:50:24,挺好,,,
127,1128138445514,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-11 00:28:52,手机性能方面我是不懂的，只能说用下来的感受吧，安卓机用起来比苹果舒服一些，有些功能是苹果没有的，比如女孩子比较喜欢的图标的修改啥的。缺点就是，充电器耳机手机壳全部要换新的ರ_ರ 心塞,,,
128,1128570110033,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-10 23:35:40,其他特色：买的紫色，颜色挺好看的，比较适合女生 拍照效果：因为之前用的是oppo手机，所以相对来说没有oppo这种美颜相机来说效果好点，但是还是不错的 电池续航：电池挺耐用的，持续用的话可以用上一整天，包括刷抖音和打王者 通信音质：声音大，音质清晰，听歌也比较高清 运行速度：挺快的，毕竟是新手机 显示效果：小米性比价还是比较高的，第一次用小米，希望不会失望，期待小米能够带来惊喜，毕竟一眼就看中了这款手机，对比了很久才下手,,,
129,1128569826002,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-10 23:30:34,非常大气好看，操作也简单明了，很喜欢！,,,
130,1127698500685,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-10 22:55:29,续航能力很满意，中度使用一天还剩一半的电量。 相机 冲着这GN2入手的，想必不会差。 音质比我三年前的手机确实有飞跃。 本人不玩游戏，就照相和充电时有些发热，可以接受。,,,
